# Date Range: 20220101-20221231,,,,,,,,,,
# Segments: ,,,,,,,,,,
"# Metrics: ""analytics.totalVisitors, analytics.newVisits, analytics.visits, analytics.bounceRate, analytics.avgPageviews, analytics.avgSessionTime, analytics.transactionsPerVisit, analytics.transactions, analytics.transactionRevenue""",,,,,,,,,,
"# Dimensions: ""analytics.medium, analytics.country""",,,,,,,,,,
# Metric Filters: ,,,,,,,,,,
# Dimension Filters: ,,,,,,,,,,
Medium,Country,Users,New Users,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Ecommerce Conversion Rate,Transactions,Revenue
s-cpm,New Zealand,1999,1830,2271,0.8075737561,1.416116248,45.37164245,0.0008806693087,2,355
email,Chile,1988,985,4690,0.4746268657,2.780810235,250.450533,0.00618336887,29,8506.06
referral,Tajikistan,1967,1845,2997,0.6629963297,1.963630297,155.2362362,0.02369035702,71,35047.66
email,Iceland,1956,950,5903,0.4482466542,3.10943588,239.6052854,0.0143994579,85,30305.02641
(not set),Serbia,1954,1491,3441,0.05899447835,0.3931996513,129.1734961,0.002034292357,7,1404.89
(none),Afghanistan,1952,1851,3292,0.5036452005,3.633657351,285.9993925,0.005771567436,19,8285.2
(not set),Latvia,1928,1265,4277,0.07061024082,0.8926817863,204.8368015,0.0042085574,18,4679.02
s-cpm,Estonia,1905,1574,2445,0.7836400818,1.591820041,82.41349693,0.00163599182,4,1034.91
cpc,El Salvador,1897,1573,3169,0.2767434522,5.914168507,282.7289366,0.01199116441,38,11385.31
paid-social,Hungary,1882,1821,2137,0.9232569022,1.115582592,12.00655124,0,0,0
organic,North Macedonia,1867,1063,3714,0.2557889068,4.986537426,319.6173936,0.005115778137,19,4286.342807
navbar,Spain,1857,35,4314,0.359527121,4.218358832,323.8574409,0.006026889198,26,5440.899956
(not set),Egypt,1851,1517,3590,0.0495821727,0.4437325905,131.3033426,0.001671309192,6,4570.39
paid-social,Kenya,1850,1848,1955,0.9150895141,1.14629156,10.74066496,0,0,0
website,Russia,1850,64,3660,0.3866120219,3.81420765,316.5964481,0.003005464481,11,2158.28
referral,Gambia,1849,1637,3300,0.5427272727,2.085454545,200.7706061,0.02363636364,78,45077.49432
referral,Bahamas,1839,1674,2619,0.5337915235,2.104620084,180.4795724,0.03932798778,103,62307.27732
tram,Japan,1839,1236,3991,0.6502129792,2.174141819,195.8348785,0.002255073916,9,6932.15
website,Sweden,1830,76,3731,0.3752345216,3.858214956,294.3095685,0.002680246583,10,942.5
(none),Guam,1817,1701,3064,0.4236292428,3.916449086,249.0789817,0.007180156658,22,14197.2282
s-cpm,Myanmar (Burma),1807,1689,2136,0.8810861423,1.244850187,24.10252809,0,0,0
s-cpm,Trinidad & Tobago,1790,1630,2152,0.8364312268,1.428438662,51.4883829,0,0,0
tram,Thailand,1787,1250,3736,0.7422376874,1.660867238,117.871788,0.001338329764,5,522.53
(none),Macao,1778,1710,2674,0.5542258788,3.091997008,193.539267,0.007853403141,21,5861.44654
paid-social,Malaysia,1773,1772,2026,0.9338598223,1.119447187,11.03257651,0,0,0
(not set),New Zealand,1753,1356,2855,0.130647986,1.494570928,170.7597198,0.004903677758,14,4509.21
(none),Guadeloupe,1748,1596,2566,0.5038971161,3.568589244,222.5358535,0.006625097428,17,11458.12
tram,Chile,1747,1060,4845,0.6222910217,2.276160991,217.9069143,0.002270381837,11,2977.73
referral,French Polynesia,1745,1506,2582,0.4740511232,2.151820294,211.8849729,0.03795507359,98,83870.52
(none),Réunion,1741,1619,2683,0.4703689899,3.412970555,236.6440552,0.009690644801,26,14789.66
referral,Syria,1734,1527,2551,0.605252842,1.863974912,174.0223442,0.0141121129,36,10920.4708
referral,Guam,1732,1491,2727,0.4580124679,2.435643564,242.1969197,0.03923725706,107,69778.55174
referral,Faroe Islands,1721,1525,2716,0.4878497791,2.070324006,225.7426362,0.04675994109,127,47030.81573
tram,Australia,1715,1111,3577,0.6689963657,2.149007548,200.2644674,0.002516074923,9,5646.27
tram,India,1712,934,7784,0.5529290853,2.413283659,729.678443,0.0005138746146,4,2941.14
email,Malaysia,1706,876,3589,0.4848147116,2.803566453,199.049596,0.00724435776,26,8725.303057
referral,Libya,1698,1536,2528,0.5613132911,2.411787975,180.8928006,0.01107594937,28,6121.211191
(not set),Singapore,1696,1211,2850,0.1473684211,0.9284210526,160.2182456,0.009824561404,28,6806.170646
organic,Cambodia,1695,779,3232,0.2512376238,4.347772277,311.6073639,0.01175742574,38,14068.72465
s-cpm,Nepal,1692,1571,2003,0.8956565152,1.233150275,23.65851223,0,0,0
tram,United Arab Emirates,1692,980,3890,0.6323907455,2.408997429,221.5226221,0.002313624679,9,4163.7
organic,Guatemala,1689,718,3515,0.2216216216,4.590611664,318.144239,0.01052631579,37,17334.84415
(not set),Cyprus,1681,1182,3854,0.04644525169,0.5077841204,156.8609237,0.001556824079,6,2070.09
email,Hong Kong,1679,1112,2883,0.5504682622,2.399930628,178.1408255,0.006937218176,20,6080.25
organic,Bosnia & Herzegovina,1666,930,3269,0.221474457,5.824411135,324.3300704,0.007035790762,23,5345.17
(not set),Costa Rica,1663,1326,2963,0.04252446844,0.2497468782,130.7178535,0.002024974688,6,3898.04
ppd,Czechia,1646,950,2957,0.4602637809,3.759553602,155.8941495,0.002367264119,7,2699.5
referral,Mongolia,1637,1478,2323,0.4468359879,2.185966423,177.2643134,0.01506672406,35,18925.92577
(not set),Ecuador,1627,1323,3449,0.05856770078,0.2681936793,90.43432879,0.001739634677,6,2745.55
(not set),Finland,1613,1156,3019,0.0626035111,1.031136138,194.6621398,0.006955945677,21,2588.35
organic,Kenya,1608,970,2460,0.3581300813,4.404471545,254.7898374,0.01260162602,31,9400.1
referral,Andorra,1607,1413,2247,0.5603026257,2.072096128,181.047174,0.04672897196,105,43381.47439
organic,Azerbaijan,1594,894,3350,0.2340298507,5.707462687,379.1701493,0.005074626866,17,3789.32
email,Malta,1585,846,3758,0.5425758382,2.648217137,198.3315593,0.006652474721,25,5172.993859
(not set),Uruguay,1578,1380,1939,0.1696750903,0.9675090253,99.15110882,0.003610108303,7,2028.69
paid-social,Romania,1559,1557,1799,0.9238465814,1.118954975,11.62367982,0,0,0
cpc,Réunion,1542,1263,2177,0.3569131833,4.356913183,173.5254938,0.01102434543,24,7928.97
organic,Montenegro,1541,807,3299,0.2349196726,6.123673841,365.2176417,0.009093664747,30,6792.84
paid-social,Germany,1528,1502,1791,0.9324399777,1.106085985,10.34505863,0,0,0
cpc,Palestine,1518,1363,2391,0.3157674613,5.695524885,231.7281472,0.005855290673,14,3304.02
(none),Senegal,1517,1426,2741,0.44326888,3.920466983,263.8854433,0.009485589201,26,10872.27
s-cpm,Saudi Arabia,1506,1369,1829,0.8310552214,1.336249317,31.71350465,0,0,0
organic,Kuwait,1500,808,2384,0.2994966443,4.922818792,273.0822148,0.006711409396,16,6438.95
paid-social,Venezuela,1495,1492,1651,0.9030890369,1.162325863,19.26711084,0,0,0
email,Morocco,1493,655,4232,0.4517958412,3.10326087,263.5066163,0.008506616257,36,8675.45
organic,Lebanon,1491,740,3181,0.2486639422,4.395473122,323.691292,0.003772398617,12,6146.698577
organic,Panama,1484,646,2618,0.2268907563,4.539724981,296.9419404,0.01260504202,33,18887.42
referral,Monaco,1481,1317,1945,0.5172236504,1.906426735,187.2390746,0.07557840617,147,52215.82
s-cpm,Panama,1474,1349,1809,0.7833056938,1.532338308,49.12327253,0,0,0
organic,Iraq,1471,835,2860,0.2503496503,6.181818182,338.5611888,0.006293706294,18,7202.935902
cpc,Sri Lanka,1470,1093,2409,0.398505604,3.089248651,193.9896222,0.02781237028,67,24249.63
paid-social,Portugal,1464,1401,1753,0.9161437536,1.177980605,17.40958357,0,0,0
referral,Fiji,1461,1308,2135,0.4852459016,1.994847775,178.1330211,0.03278688525,70,53181.17
(not set),Iceland,1422,814,4915,0.03377416073,0.3251271617,161.8923703,0.002848423194,14,4397.18
(none),Andorra,1419,1350,2048,0.4926757813,3.866210938,237.2944336,0.0068359375,14,2925.25
organic,Bangladesh,1418,868,2592,0.3043981481,4.167824074,304.2924383,0.003472222222,9,3306.044269
organic,Uruguay,1417,577,2601,0.2091503268,4.194156094,304.8135333,0.007304882737,19,7586.224358
s-cpm,Luxembourg,1413,1239,1786,0.8325867861,1.482082867,32.14221725,0,0,0
organic,Oman,1412,728,2073,0.2744814279,5.114327062,273.0385914,0.004823926676,10,5450.89
website,United Kingdom,1402,64,2849,0.3934713935,3.532467532,271.034398,0.005265005265,15,5256.44
referral,Mozambique,1400,1275,1885,0.5554376658,1.922546419,169.6986737,0.02334217507,44,23227.36528
website,Ukraine,1380,40,3354,0.3899821109,3.515802027,317.3670244,0.00327966607,11,2483.997069
s-cpm,Moldova,1373,1215,1797,0.835837507,1.380634391,54.53978854,0.001112966055,2,849
(none),Trinidad & Tobago,1368,1297,2148,0.4864990689,4.347765363,311.0595903,0.002327746741,5,3561.86
display,United Kingdom,1356,747,1979,0.1667508843,1.591712986,48.31632137,0.00151591713,3,228
tram,South Korea,1353,1026,2323,0.6943607404,1.98407232,145.5071029,0.0008609556608,2,175.85
email,Indonesia,1350,704,2740,0.4777372263,2.465328467,198.9383212,0.009124087591,25,10478.89
organic,Iran,1350,855,2551,0.3359466876,4.965895727,363.4472756,0.003528028224,9,1309.91
paid-social,United States,1343,1319,1406,0.9338549075,1.09886202,7.277382646,0,0,0
paid-social,Greece,1335,1324,1513,0.8935888962,1.185723728,18.30667548,0,0,0
referral,Barbados,1324,1172,2023,0.5743944637,2.075135937,209.8131488,0.03361344538,68,54726.05
(not set),Albania,1323,835,4856,0.01935749588,0.1182042834,139.3793245,0.001647446458,8,2797.233583
cpc,Uzbekistan,1316,1106,1734,0.3719723183,4.662629758,164.4971165,0.00461361015,8,5517.37
cpc,China,1304,962,1941,0.4322514168,4.573930963,292.5538382,0.01133436373,22,15063.94374
cpc,Myanmar (Burma),1299,1034,1998,0.4169169169,3.117617618,188.2657658,0.05005005005,100,22610.45408
"cpc,cpc",Italy,1299,859,1519,0.6899275839,2.215273206,71.78999342,0,0,0
referral,Madagascar,1298,1178,1849,0.5424553813,1.930232558,180.3677664,0.04110329908,76,44149.82
email,New Zealand,1292,749,2642,0.4984859955,2.60333081,194.6487509,0.007191521575,19,5981.455828
navbar,Sweden,1286,26,2680,0.3384328358,4.342164179,343.608209,0.00447761194,12,3654.216088
referral,U.S. Virgin Islands,1275,1115,1785,0.5669467787,1.859943978,185.0313725,0.06330532213,113,40434.48924
paid-social,Bulgaria,1267,1264,1437,0.9164926931,1.168406402,11.68058455,0,0,0
paid-social,Slovakia,1267,1210,1396,0.9054441261,1.172636103,13.05659026,0,0,0
"cpc,cpc",United Kingdom,1265,952,1400,0.6935714286,2.204285714,72.48071429,0,0,0
navbar,Italy,1259,25,2905,0.3404475043,4.117728055,321.286747,0.008950086059,26,4811.326104
(not set),Hong Kong,1254,970,2728,0.07661290323,0.5062316716,119.5377566,0.003299120235,9,4122.29
website,Spain,1250,35,2880,0.3538194444,3.732638889,292.9024306,0.004513888889,13,3381.26
s-cpm,South Korea,1242,1141,1456,0.8461538462,1.513736264,49.6146978,0,0,0
(not set),Georgia,1239,873,2947,0.03902273498,1.380386834,194.0678656,0.001017984391,3,550.89
paid-social,Georgia,1239,1236,1431,0.9426974144,1.097134871,4.973445143,0,0,0
organic,Kosovo,1238,598,2196,0.2823315118,5.378870674,282.4248634,0.01275045537,28,9852.002089
cpc,Senegal,1227,1081,1937,0.3572534848,4.718637068,171.2798141,0.004646360351,9,3562.58
(none),Bahamas,1225,1129,2038,0.4519136408,3.562806673,251.439156,0.0127576055,26,8212.45814
paid-social,Netherlands,1225,1175,1374,0.9374090247,1.095342067,6.369723435,0,0,0
referral,Curaçao,1224,1090,1753,0.5236737022,2.07815174,168.1061038,0.03365658871,59,22886.90576
cpc,Afghanistan,1222,1008,1865,0.3158176944,5.368364611,226.0879357,0.002680965147,5,2640.44
cpc,Tanzania,1220,1021,1750,0.3342857143,4.808,244.2845714,0.03085714286,54,8040.62
referral,Mali,1220,1134,1672,0.5741626794,2.144138756,195.548445,0.02870813397,48,31460.48
referral,New Caledonia,1209,1088,1613,0.4649721017,1.930564166,179.7414755,0.02479851209,40,33691.9
organic,Bolivia,1202,521,2113,0.2721249408,5.338381448,320.9394226,0.0156176053,33,12105.77109
paid-social,Trinidad & Tobago,1192,1191,1359,0.9286239882,1.135393672,18.21118469,0,0,0
referral,Namibia,1189,1104,1643,0.5982958004,1.774802191,168.5441266,0.03043213634,50,42763.08
referral,Rwanda,1187,1085,1771,0.5894974591,2.037267081,211.4754376,0.03331451158,59,37709.65
paid-social,Iraq,1176,1176,1265,0.9391304348,1.095652174,6.630039526,0,0,0
s-cpm,Peru,1175,1065,1419,0.8210007047,1.481324877,50.00281889,0,0,0
tram,Kazakhstan,1175,706,3109,0.5972981666,2.466066259,245.7838533,0.002894821486,9,1582.39
tram,Malta,1175,632,2899,0.6343566747,2.484994826,206.3846154,0.004139358399,12,3178.27
(not set),China,1164,818,3702,0.08022690438,0.4467855213,285.3390059,0.0005402485143,2,1045.32
s-cpm,Costa Rica,1161,1033,1352,0.7655325444,1.526627219,62.11982249,0,0,0
tram,Cyprus,1159,612,2916,0.6378600823,2.417009602,192.4084362,0.002743484225,8,1143.21
paid-social,Ireland,1156,1101,1320,0.9159090909,1.196969697,16.9030303,0,0,0
mobile-notification,United States,1152,1005,1375,0.88,1.280727273,40.85381818,0.0007272727273,1,0
s-cpm,Tunisia,1151,1054,1321,0.8962906889,1.224072672,23.87509463,0,0,0
(not set),Algeria,1150,1105,1225,0.0587755102,0.2857142857,44.20326531,0,0,0
organic,Sri Lanka,1148,586,2168,0.3242619926,3.489391144,273.0276753,0.01383763838,30,12355.36137
paid-social,Colombia,1145,1143,1268,0.940851735,1.130914826,11.93217666,0,0,0
tram,Singapore,1145,849,1989,0.7068878834,2.022121669,152.9049774,0.003016591252,6,2191.81
referral,Liberia,1138,1050,1670,0.628742515,1.971856287,176.6131737,0.01856287425,31,34363.08602
tram,Bulgaria,1130,552,2998,0.6377585057,2.495663776,193.4783189,0.00700466978,21,4916.08
cpc,Côte d’Ivoire,1121,1020,1485,0.364983165,4.752188552,170.6801347,0.00202020202,3,1113.73
referral,Aruba,1121,1008,1589,0.5613593455,1.930144745,159.1736941,0.04153555695,66,34039.51732
s-cpm,Belgium,1119,986,1323,0.835978836,1.417989418,38.29176115,0.0007558578987,1,97
paid-social,Serbia,1117,1109,1301,0.9139123751,1.153727902,13.48654881,0,0,0
cpc,Guadeloupe,1105,902,1619,0.3495985176,4.610253243,192.6294009,0.008647313156,14,6519.88
(not set),Guatemala,1102,874,2066,0.02081316554,0.2792836399,141.1505324,0.004840271055,10,2834.56
organic,Honduras,1102,533,2240,0.2151785714,5.964285714,347.1263393,0.008928571429,20,8854.77077
(not set),Dominican Republic,1099,827,2018,0.05450941526,0.7656095144,217.2452924,0.003468780971,7,2408.32
(none),Cape Verde,1098,984,2028,0.4378698225,3.996548323,299.9778107,0.009368836292,19,11671.36
organic,Armenia,1093,575,2316,0.2828151986,6.083333333,485.0841969,0.005613126079,13,2910.432339
(not set),Croatia,1082,755,2290,0.05982532751,0.6131004367,154.3393013,0.007423580786,17,4158.27
referral,Guinea,1075,1014,1455,0.6336769759,1.76838488,133.9945017,0.01512027491,22,16620.39
tram,Lithuania,1068,591,2585,0.6166344294,2.662282398,204.2669246,0.003094777563,8,5780.39
(none),Martinique,1067,970,1579,0.4958834706,3.616212793,265.3685877,0.01773274224,28,17848.13
s-cpm,India,1066,914,1219,0.8006562756,1.598031173,79.38966366,0.002461033634,3,900
email,Albania,1061,561,2402,0.5674437968,2.813905079,212.9758535,0.01207327227,29,7228.660631
website,Japan,1061,56,2344,0.3839590444,3.526450512,282.706058,0.003839590444,9,1110.9
(none),Mongolia,1057,989,1974,0.3758865248,5.377406282,525.9067882,0.006585612969,13,3274.88
(not set),Estonia,1051,732,3082,0.068137573,0.61064244,139.2991564,0.0038935756,12,2873.13
cpc,Paraguay,1050,865,1607,0.3142501556,4.693217175,210.553827,0.008089607965,13,2868.99
s-cpm,Kazakhstan,1048,967,1253,0.8659217877,1.31763767,32.98164405,0,0,0
referral,Botswana,1045,995,1387,0.5832732516,1.917808219,179.8276857,0.01946647441,27,11052.44
tram,(not set),1045,564,1840,0.7086956522,1.902173913,136.3782609,0.002717391304,5,342.64
s-cpm,Iraq,1044,990,1188,0.8855218855,1.196969697,20.58670034,0,0,0
email,Croatia,1041,491,2624,0.4832317073,2.941310976,199.4885671,0.006097560976,16,5558.73
tram,Hungary,1031,586,2763,0.6539992761,2.186391603,179.6872964,0.00217155266,6,1968.05
(none),French Polynesia,1028,945,1552,0.5051546392,3.295103093,232.679768,0.003865979381,6,2385.3
website,Denmark,1028,56,1944,0.3719135802,3.54526749,290.933642,0.005658436214,11,1966.467893
(none),Mauritius,1025,964,1519,0.4549045425,3.70638578,232.6247531,0.002633311389,4,2336.97
cpc,Haiti,1025,895,1593,0.3126177024,5.937853107,267.2956685,0.005649717514,9,2596.1
(none),U.S. Virgin Islands,1023,907,1588,0.4899244332,3.639168766,264.7481108,0.009445843829,15,5501.620471
email,Vietnam,1023,503,2412,0.4705638474,2.616915423,213.3067993,0.01948590381,47,9973.524942
s-cpm,Puerto Rico,1022,943,1212,0.7879537954,1.509075908,56.33663366,0,0,0
tram,Morocco,1022,575,2521,0.6747322491,2.229274098,177.3062277,0.0035700119,9,2663.12
referral,Guernsey,1019,883,1534,0.520208605,2.031290743,178.4022164,0.0593220339,91,25418.5676
s-cpm,Taiwan,1017,931,1200,0.8416666667,1.313333333,33.75416667,0,0,0
email,Belarus,1006,562,2952,0.4918699187,2.577574526,214.9115854,0.006775067751,20,4559.01
email,China,1003,507,2512,0.5135350318,3.17794586,294.0238854,0.00398089172,10,5186.559215
(none),Côte d’Ivoire,1000,947,1451,0.4948311509,3.407994487,203.4603722,0.006202618884,9,2448.892755
tram,Estonia,992,524,2360,0.656779661,2.485169492,195.5275424,0.004237288136,10,2362.83
paid-social,France,989,966,1111,0.9351935194,1.083708371,7.251125113,0,0,0
referral,Mayotte,988,922,1289,0.5903801396,1.863460047,158.9720714,0.02870442203,37,29162.03
(not set),Pakistan,972,708,1382,0.2257597685,1.94934877,162.963097,0,0,0
referral,Sint Maarten,972,850,1528,0.5431937173,1.948298429,219.8468586,0.0497382199,76,51150.09436
(none),Brunei,971,934,1614,0.5167286245,3.156753408,204.4677819,0.001858736059,3,1181.72
referral,Benin,970,915,1315,0.6038022814,1.938403042,168.469962,0.006844106464,9,2688.42
"cpc,cpc",Germany,963,739,1112,0.6645683453,2.349820144,100.1196043,0.0008992805755,1,175
organic,Ghana,961,539,1906,0.3305351522,5.686778594,306.5288562,0.003672612802,7,5720
cpc,Nepal,960,758,1453,0.3854094976,4.354439092,222.422574,0.01927047488,28,8650.12
(none),Libya,954,924,1243,0.5905068383,3.046661303,187.6564763,0.001609010459,2,2582.22
referral,French Guiana,954,879,1248,0.5480769231,2.096153846,166.7459936,0.0296474359,37,19879.93
cpc,Laos,951,741,1514,0.3725231176,3.665785997,260.9478203,0.06671070013,101,19976.36148
navbar,India,943,9,2734,0.3931967813,4.487198244,525.5716898,0.001463057791,4,782.34
email,Kazakhstan,942,494,2327,0.5487752471,2.680275032,236.4718522,0.003008165019,7,1013.419295
referral,Mauritania,942,856,1349,0.6197183099,2.490733877,190.8999259,0.01779095626,24,7154.749061
website,Czechia,941,18,2575,0.3899029126,3.995728155,316.656699,0.005048543689,13,8727.04
cpc,Maldives,939,717,1581,0.3251106894,5.008222644,215.5591398,0.008855154965,14,6824
tram,Hong Kong,933,748,1570,0.7350318471,1.778980892,115.4464968,0.00127388535,2,614.61
(not set),Jordan,932,518,4359,0.01238816242,0.2002752925,129.7788484,0.001376462491,6,947.19
referral,Belize,932,835,1395,0.5261648746,2.072401434,177.9598566,0.04157706093,58,29921.48953
Social,United Kingdom,919,684,1349,0.7931801334,1.547813195,79.14751668,0.001482579689,2,128.08
navbar,Poland,913,19,2171,0.3302625518,4.83049286,380.6757255,0.007369875633,16,5188.38389
(none),Sudan,911,872,1265,0.5470355731,3.354150198,174.1083004,0,0,0
email,Puerto Rico,911,567,1976,0.5075910931,2.57034413,161.5313765,0.006072874494,12,1957.371279
cpc,Sudan,909,842,1355,0.2870848708,6.535055351,255.4701107,0.0007380073801,1,385
(not set),Venezuela,907,724,1772,0.08577878104,0.3188487585,122.9181716,0.001693002257,3,2151.35
(not set),Moldova,906,652,1830,0.07103825137,0.3765027322,190.2677596,0.001639344262,3,259.31
navbar,Japan,902,32,1887,0.342872284,4.033386328,330.782194,0.009538950715,18,6311.805291
tram,Iceland,900,460,2733,0.6201975851,2.719721917,221.4698134,0.007317965606,20,15236.64
organic,Algeria,899,592,1705,0.3478005865,5.1771261,337.9607038,0.01173020528,20,3114.658003
referral,Antigua & Barbuda,899,766,1376,0.5043604651,2.275436047,247.377907,0.06395348837,88,57997.5181
s-cpm,Ecuador,889,813,1076,0.7890334572,1.574349442,79.58457249,0,0,0
email,Serbia,884,442,2327,0.4469273743,3.227761066,207.408251,0.006016330039,14,3067.59
referral,St. Barthélemy,884,745,1358,0.5243004418,2.086156112,213.2142857,0.0471281296,64,38028.29
(not set),Belarus,883,665,1459,0.06922549692,0.4633310487,203.2056203,0.001370801919,2,426.08
referral,Gibraltar,881,777,1184,0.5869932432,1.762668919,155.6587838,0.06081081081,72,19989.56548
(none),Gambia,879,810,1722,0.4297328688,4.255516841,293.1910569,0.01219512195,21,8536.58
tram,South Africa,878,485,1725,0.6423188406,2.125797101,174.0724638,0.002898550725,5,553.58
(none),Aruba,876,820,1364,0.4046920821,4.41568915,241.0557185,0.008797653959,12,4859.335477
(not set),Tunisia,870,771,1200,0.09416666667,0.8083333333,236.2,0.0008333333333,1,73
paid-social,Cambodia,870,869,998,0.9258517034,1.121242485,7.730460922,0,0,0
navbar,Israel,869,38,1984,0.3553427419,3.830141129,312.1658266,0.00252016129,5,3944.93
navbar,Denmark,864,16,1738,0.3222094361,4.303222094,352.7945915,0.00747986191,13,3475.66
(not set),South Africa,859,728,1296,0.125,1.466820988,117.4220679,0.001543209877,2,602.59
cpc,Aruba,851,757,1255,0.3083665339,5.413545817,186.285259,0.01274900398,16,5565.04
(not set),Panama,844,729,1068,0.04026217228,0.5140449438,127.6863296,0.005617977528,6,1575.77
referral,South Sudan,832,753,1333,0.5933983496,1.889722431,228.4621155,0.04651162791,62,43485.1478
(not set),Puerto Rico,831,540,1741,0.04537622056,0.9506031017,130.603676,0.004020677771,7,1179.6
tram,Philippines,829,386,8921,0.5255016254,2.39569555,789.8676157,0.0004483802264,4,1480.47
email,(not set),827,382,1299,0.5311778291,2.406466513,162.234796,0.04926866821,64,21006.98901
s-cpm,Guatemala,814,735,1049,0.7902764538,1.579599619,67.1534795,0.00285986654,3,1211
cpc,Martinique,813,691,1177,0.3568394223,4.581988105,186.0152931,0.003398470688,4,2016.06
paid-social,Peru,811,810,946,0.8964059197,1.312896406,37.36680761,0,0,0
tram,Slovakia,811,388,2149,0.6147045137,3,214.2512797,0.01163331782,25,3916.43
email,Ecuador,810,478,1940,0.4927835052,2.64742268,192.8654639,0.00618556701,12,2590.17
organic,El Salvador,810,361,1811,0.3009387079,4.475980121,299.4461623,0.005521811154,10,2567.153833
navbar,Saudi Arabia,808,28,1633,0.3159828536,5.366197183,425.922229,0.0085731782,14,5352.15
organic,Bahrain,808,412,1369,0.2322863404,5.288531775,310.7567568,0.007304601899,10,2997.53
email,Slovenia,807,438,1988,0.3863179074,3.126760563,194.6569416,0.003018108652,6,940.53
organic,Kyrgyzstan,799,383,1036,0.2886100386,4.566602317,163.8272201,0.003861003861,4,571
s-cpm,Jordan,799,744,852,0.9366197183,1.113849765,16.81455399,0,0,0
referral,Sierra Leone,796,753,1131,0.5985853227,1.918656057,189.8965517,0.02829354553,32,34017.75
s-cpm,Slovenia,794,758,953,0.8803777545,1.286463799,28.06925498,0,0,0
tram,Latvia,793,418,2093,0.629718108,2.615862398,206.7482083,0.004300047778,9,1678.85
email,Egypt,790,368,2218,0.4391343553,3.148782687,267.1722272,0.009467989179,21,5725.41
navbar,Norway,788,13,1680,0.3577380952,4.367261905,355.5238095,0.0119047619,20,6658.16
referral,Cayman Islands,787,710,1119,0.4593386953,2.076854334,184.8686327,0.03485254692,39,19936.57113
affiliate,United States,786,84,1065,0.5624413146,3.861032864,261.4600939,0.07042253521,75,21717.11817
cpc,Congo - Kinshasa,784,694,1014,0.3264299803,5.647928994,192.3708087,0.003944773176,4,1958.2
mobile-notification,United Kingdom,784,619,1053,0.8461538462,1.307692308,33.14245014,0,0,0
(none),Guernsey,783,741,1157,0.5747623163,2.705272256,173.8504754,0.008643042351,10,2173.05
website,Saudi Arabia,783,34,1543,0.3603370058,4.764744005,382.8729747,0.00129617628,2,410
organic,Myanmar (Burma),782,417,1440,0.2909722222,3.940277778,318.6736111,0.009722222222,14,3636.56
paid-social,Italy,778,757,927,0.9115426106,1.157497303,17.57389428,0,0,0
navbar,Brazil,776,22,1404,0.363960114,4.232193732,337.9188034,0.004985754986,7,2463.81
navbar,Mexico,774,18,1501,0.3417721519,4.774816789,371.0932712,0.01065956029,16,4096.92
(none),Haiti,771,733,1262,0.4429477021,4.010301109,292.2369255,0.01267828843,16,3871.833624
(none),Barbados,769,718,1259,0.4741858618,3.697378872,250.1008737,0.008737092931,11,4397.38281
email,Luxembourg,769,506,1638,0.543956044,2.629426129,190.0726496,0.007326007326,12,2623.26
referral,Papua New Guinea,769,689,1082,0.4981515712,2.107208872,207.7791128,0.03327171904,36,25972.69174
(not set),Kuwait,767,619,1139,0.05618964004,0.3617208077,175.547849,0.001755926251,2,644.35
s-cpm,Azerbaijan,767,677,921,0.8251900109,1.701411509,78.22801303,0,0,0
(not set),Luxembourg,762,496,1575,0.04698412698,0.5174603175,145.927619,0.001904761905,3,781.74
(none),Zimbabwe,760,722,1218,0.4515599343,3.65681445,269.2036125,0.005747126437,7,4726.13
tram,Albania,758,416,1706,0.6694021102,2.551582649,176.4454865,0.01055099648,18,2826.56
display,Ukraine,756,294,1383,0.4555314534,1.827187274,127.6066522,0.000723065799,1,25
organic,Jamaica,755,382,1555,0.2379421222,6.531832797,455.755627,0.009003215434,14,4653.202569
(none),Gibraltar,751,690,1230,0.4829268293,4.077235772,278.1430894,0.007317073171,9,1627.09212
organic,Palestine,751,415,1575,0.2476190476,5.623492063,382.6933333,0.001904761905,3,377.9
(none),Curaçao,744,692,1342,0.4016393443,4.479880775,265.9873323,0.003725782414,5,1224.17
navbar,South Korea,744,17,1506,0.3492695883,4.598937583,393.6633466,0.00796812749,12,3638.16577
Social,United States,742,554,1115,0.7641255605,1.694170404,110.870852,0.00269058296,3,376.331081
(none),Sint Maarten,734,665,1143,0.469816273,3.610673666,258.6054243,0.007874015748,9,5883.73
paid-social,Morocco,734,733,785,0.927388535,1.136305732,9.759235669,0,0,0
(none),Ethiopia,733,665,1161,0.4504737295,3.734711456,321.8234281,0.002583979328,3,2446.02048
referral,St. Lucia,732,645,1146,0.4912739965,2.436300175,256.9598604,0.0445026178,51,41558.4363
email,Moldova,729,325,2320,0.4956896552,2.911206897,214.5133621,0.009051724138,21,3479.66
(not set),Bolivia,728,629,1009,0.06640237859,0.4231912785,117.9217047,0.00792864222,8,1749.59
cpc,U.S. Virgin Islands,726,655,1117,0.3581020591,5.579230081,221.8755595,0.01163831692,13,5540.651725
email,Taiwan,725,381,1437,0.4732080724,2.697286013,188.453723,0.005567153793,8,3246.8
paid-social,Ecuador,725,724,806,0.9255583127,1.133995037,14.64888337,0,0,0
website,France,721,29,1386,0.3672438672,3.935064935,272.0829726,0.004329004329,6,726.95
